Packet Size,Flow Duration,tls_entropy,label
452.1113001,140.5419227,0.887948461,0
338.1739828,142.8954418,0.825731823,0
406.5499312,219.439757,0.75663674,0
454.9008152,101.6185239,0.826403407,0
487.1160478,151.9284006,0.796112761,0
342.7757033,170.3879325,0.813481668,0
417.3166872,151.3671552,0.817419983,0
571.5155271,169.0175707,0.748742871,0
414.9163452,130.1464061,0.892621667,0
336.5983409,146.5579068,0.875249364,0
469.2604155,113.9911078,0.833274938,0
362.0043751,130.400123,0.938272712,0
432.3985369,112.1734814,0.895893097,0
569.7724958,180.9739578,0.774031502,0
361.2612742,188.0073345,0.814616527,0
435.5055543,173.2390216,0.803653476,0
395.2379715,52.7619798,0.798780618,0
379.7945479,112.5665045,0.931620565,0
285.5886898,136.7986654,0.856537029,0
515.3018631,106.9241355,0.908158188,0
400.8186449,120.5547405,0.873105174,0
415.9247756,131.9934937,0.853490104,0
369.1749123,153.4055204,0.883106534,0
526.8813453,112.865535,0.956651669,0
243.832976,145.4464471,0.87941586,0
422.4793494,131.3190144,0.839593887,0
360.5599252,132.3190573,0.892480105,0
428.5612389,129.2127121,0.894979994,0
424.5839617,174.3858636,0.881481442,0
333.6803991,133.1945688,0.88736468,0
448.8296212,149.3729522,0.855866369,0
502.2131917,132.2528583,0.877354869,0
383.8245878,143.4695639,0.904938843,0
466.0333079,174.4052891,0.91527394,0
401.6803073,170.4585891,0.834486662,0
425.9333082,146.0957084,0.854849798,0
447.612562,125.4533795,0.954619364,0
319.5186095,113.5743416,0.907905544,0
463.3330155,168.7235945,0.881417275,0
399.0202582,123.0823689,0.853790228,0
345.8270631,179.253592,0.842647131,0
333.9602243,140.3584248,0.870646573,0
354.9020358,125.3333881,0.862184361,0
419.5973257,134.7917047,0.826448085,0
418.563995,106.5574698,0.779626811,0
342.5244623,143.5965854,0.865545378,0
518.0284974,175.7297887,0.842003074,0
398.4787034,119.9241191,0.849074343,0
376.9073089,159.6815568,0.808638453,0
441.5477211,195.9821674,0.844561993,0
432.1369378,170.7043198,0.829938976,0
417.9273985,150.377772,0.854883805,0
338.1592173,150.7353052,0.874899915,0
516.0914886,178.7781248,0.957659123,0
338.612195,176.1696191,0.8591671,0
575.1842347,125.7510514,0.808013908,0
352.0485884,86.28312827,0.823712249,0
339.2693871,154.5118136,0.867087799,0
550.0936671,178.5127151,0.821154817,0
328.1268263,164.7575751,0.78398834,0
546.5167013,185.3832036,0.826541217,0
262.9492377,190.6161712,0.844273008,0
499.025305,102.1671702,0.820031249,0
400.419496,151.4094178,0.827496726,0
449.8279946,117.9713871,0.842881026,0
409.6236505,165.433165,0.885580744,0
310.0286327,103.9765749,0.913883841,0
426.585121,127.5454039,0.927557599,0
409.2539707,185.3789155,0.853375924,0
564.859834,202.6602253,0.837551793,0
477.7256761,169.3612785,0.918431578,0
322.8061232,170.5815438,0.902921224,0
259.3008411,114.5022446,0.748038391,0
378.4474532,171.5262677,0.925117853,0
405.9275824,198.8584664,0.780994927,0
263.7294049,148.333569,0.869203272,0
397.3844202,87.976737,0.845543998,0
295.64244,170.0901765,0.868329912,0
324.8096171,134.5839925,0.797039324,0
394.9856722,178.6542696,0.800713698,0
440.3237212,134.0922714,0.810356358,0
391.4375712,118.9427303,0.822317535,0
304.1697686,208.941754,0.851763178,0
344.0219594,156.4193973,0.844383598,0
382.322432,168.425001,0.887875386,0
357.5599082,132.7254528,0.836247415,0
215.8463068,104.5442681,0.918343713,0
531.5974171,142.5289188,0.878827848,0
424.9000124,242.3664243,0.905978746,0
389.7665927,121.3337868,0.769677684,0
416.2770909,127.3094776,0.778887315,0
348.2741693,117.5535599,0.934357082,0
470.5311806,149.7608208,0.923997207,0
406.1894646,124.161474,0.926156204,0
443.1128035,118.8826154,0.840483066,0
329.9505397,108.5160081,0.896308877,0
552.7533312,108.0429728,0.878148462,0
347.9485945,135.3862385,0.820380304,0
330.8807384,151.4556488,0.808452494,0
421.6365461,148.4928567,0.838052598,0
327.394907,132.6968601,0.887769561,0
440.073375,120.6733427,0.854966615,0
460.1109699,99.91784157,0.87716801,0
346.9900993,167.1179601,0.811837042,0
255.6094319,101.1737269,0.852404247,0
420.7778001,122.8705012,0.881929623,0
267.078395,148.017606,0.78944919,0
347.8531114,151.4219601,0.806979332,0
369.2355565,180.1887843,0.821155407,0
466.855369,116.1087944,0.876490209,0
515.3254897,75.850665,0.810155237,0
446.1657702,143.9086384,0.868557294,0
351.6811851,152.5976936,0.842216138,0
493.4225649,157.6326253,0.866880133,0
367.0498427,135.3718133,0.828372091,0
431.5561714,137.3704656,0.864488743,0
566.0320639,176.1337411,0.833698823,0
496.0971138,137.7577388,0.748093773,0
319.3530951,93.87624237,0.832424326,0
401.4734703,200.2931194,0.866346369,0
382.4719577,174.8821674,0.739443235,0
418.8491646,173.1259558,0.776070688,0
491.5003235,160.1548922,0.829235604,0
450.6225493,218.1207857,0.859093313,0
419.8576469,136.219173,0.807507782,0
466.4268653,124.3174852,0.853578312,0
361.7874043,164.3693948,0.866683105,0
483.0031955,134.699508,0.836506253,0
321.6989027,136.6712022,0.868865025,0
460.5590893,122.3350403,0.893480296,0
508.4510287,162.4030471,0.943839791,0
338.0968641,112.6603589,0.761063988,0
519.6835449,169.6309697,0.847220766,0
422.3974901,116.2353286,0.972287599,0
410.3376946,153.2818438,0.886288331,0
438.4807385,156.7165207,0.810476277,0
437.7174686,206.4607349,0.917271002,0
527.4549301,134.6635297,0.800519759,0
389.9370464,151.6717474,0.904709576,0
264.6028296,195.8865096,0.842099605,0
365.8495144,119.6368687,0.767257166,0
465.8536467,152.199539,0.785501955,0
296.3936982,139.926459,0.933451076,0
379.2326919,104.9057114,0.837712847,0
378.1821144,69.09340071,0.847285257,0
381.5252376,170.8861909,0.942447805,0
490.1252024,141.9333393,0.794673705,0
605.8687843,151.776553,0.850696465,0
398.069993,155.9425428,0.842781979,0
354.1070394,133.5942318,0.848362336,0
356.5260183,128.6146265,0.855321511,0
379.6018226,195.1197897,0.71745151,0
487.3205482,187.3825558,0.746330488,0
372.5849925,138.856774,0.779624415,0
337.774665,116.6827246,0.937613522,0
474.8542715,188.1466528,0.886083603,0
309.6758583,134.264392,0.874468728,0
302.2297753,171.3899529,0.83798373,0
370.0143354,171.328799,0.872213166,0
371.1227067,184.7798941,0.795946834,0
449.2748486,167.7930377,0.834522678,0
426.0906418,112.4665927,0.896201351,0
385.2078291,134.3183094,0.902450461,0
343.6525048,107.7461611,0.772168541,0
448.4807961,111.5871194,0.937739709,0
233.4456474,200.893691,0.860550873,0
392.2629511,133.6524274,0.869956806,0
396.9892238,183.0990565,0.855711382,0
412.0241409,139.0916336,0.847152719,0
424.6241415,98.69494822,0.782590729,0
459.4611275,155.1259631,0.840800833,0
401.4747146,160.4274512,0.823012016,0
337.735622,155.8753577,0.801081361,0
432.6602205,98.92249187,0.901457782,0
437.8077986,157.680892,0.899134549,0
533.2379556,180.431102,0.757956288,0
297.6338427,131.2554427,0.851304553,0
441.4127216,128.2276856,0.859338338,0
339.5693654,131.6544659,0.779666945,0
326.1413403,109.4494618,0.801206337,0
484.2913437,121.5180333,0.981619103,0
439.4654321,155.5450837,0.807082111,0
456.0247904,132.7308652,0.856100491,0
604.8067631,147.118203,0.907463666,0
343.745886,148.9503453,0.938540032,0
349.8426354,204.3734567,0.885387597,0
355.0026579,168.9722322,0.898627722,0
449.744797,102.8932584,0.813643141,0
380.1985092,147.7669971,0.881033605,0
414.2160801,109.9396692,0.869009893,0
448.8468596,166.7937134,0.904039036,0
466.7137724,163.7754024,0.846491714,0
267.1231253,162.8885466,0.860384384,0
421.726307,111.6975427,0.795947173,0
484.2522283,148.8133454,0.884075035,0
402.2654701,150.8926842,0.89691419,0
358.7164217,152.8836233,0.826886236,0
365.2403018,140.7248363,0.861106689,0
361.7001103,187.6726838,0.805269635,0
385.0502685,136.8080683,0.922348894,0
415.7243821,180.9553362,0.775721981,0
421.3640213,176.6889239,0.854114199,0
485.23843,134.4813465,0.920467372,0
583.9118499,139.1148432,0.827724874,0
516.2707582,197.3871644,0.823856999,0
366.3850546,141.5464617,0.782777474,0
326.5078443,119.875777,0.811610122,0
397.225209,157.026442,0.927525025,0
320.1316767,179.529672,0.839300558,0
396.0429032,170.2445848,0.793863899,0
430.5927797,154.9935662,0.874622563,0
423.1334915,223.6590042,0.818113001,0
357.5202436,131.3057842,0.822226144,0
349.0090298,185.6704959,0.921025212,0
354.3402965,125.0293328,0.873570778,0
355.8221565,168.9879545,0.860146151,0
278.7404708,196.425156,0.939793884,0
350.9769048,138.3689532,0.86429327,0
426.7565432,169.7563282,0.950510227,0
385.8442218,126.0510827,0.781034039,0
341.5255968,149.0061908,0.939727893,0
358.5910961,156.7136385,0.849178855,0
495.0714619,225.8079728,0.823456561,0
360.8448446,181.3248263,0.884094574,0
547.7365861,167.5178456,0.832035395,0
447.2523865,183.2611074,0.891024109,0
440.5819225,182.0002407,0.90846478,0
510.5727193,169.4612966,0.841644096,0
411.7370949,186.195269,0.809153216,0
429.4938647,138.1998356,0.851437241,0
502.276149,155.732972,0.852321827,0
291.2115087,172.387607,0.882274209,0
573.0603779,140.766653,0.860957516,0
419.9506947,197.3235984,0.845235223,0
422.3217221,168.2368953,0.859330456,0
364.2853108,155.8226998,0.903681587,0
317.878776,153.9890902,0.814993959,0
495.6037303,104.3043929,0.822053908,0
430.17695,196.9657209,0.846712487,0
355.5840379,206.4347121,0.777599305,0
224.0955235,163.2004335,0.824897289,0
318.3013746,171.2506934,0.862190036,0
354.8737095,111.590868,0.893622866,0
452.0160942,147.0247241,0.94233185,0
314.3932187,104.2342449,0.815404597,0
396.3531187,157.3001835,0.837938197,0
428.1644317,112.4538173,0.92218823,0
393.4279057,183.5188749,0.867136267,0
436.5402575,167.0930184,0.872385428,0
451.4178208,189.8745759,0.859826058,0
456.7203006,147.3079292,0.922005861,0
345.8886158,204.028213,0.847992102,0
285.5379918,153.8431324,0.815947417,0
467.2514839,130.4212806,0.827690828,0
248.8367415,136.4308104,0.728806034,0
273.2877741,172.8124397,0.889290008,0
434.0366049,120.9907157,0.847614432,0
399.7117969,115.2490593,0.925169915,0
470.1889832,143.3710748,0.851344292,0
416.6706246,88.74795395,0.837641131,0
345.4412602,119.9513997,0.835944985,0
543.8149221,169.2252858,0.821441051,0
445.8066225,191.9806631,0.896231684,0
404.7704296,130.5918967,0.884911166,0
431.4788308,176.8557966,0.88175859,0
483.9642172,133.9429437,0.915869703,0
415.8079684,212.2578262,0.815540609,0
538.8771043,155.9373235,0.8174291,0
361.2891333,140.3895808,0.871208297,0
441.826839,132.7889999,0.84878227,0
571.3816287,201.8262951,0.871816183,0
403.0402783,153.6009398,0.880675899,0
318.1765948,142.2787039,0.766570796,0
431.9378498,169.4158782,0.825840677,0
525.9189411,113.2270301,0.776781256,0
417.9561455,181.4129491,0.934196385,0
363.289259,182.360425,0.848074577,0
386.189816,176.5097981,0.882616144,0
273.8886274,194.2962105,0.919004568,0
349.9549839,161.874106,0.874701509,0
420.8539013,133.4908454,0.816418832,0
397.9556743,185.1818706,0.877180008,0
370.3508534,173.1509613,0.707572869,0
491.901256,97.80858664,0.831877953,0
310.4264084,111.1595557,0.908041339,0
362.5839039,160.3951165,0.847653971,0
438.1632662,152.3046567,0.785850389,0
479.7013456,135.1873025,0.772170905,0
365.7507871,195.0227937,0.892511087,0
372.1078292,139.5222689,0.833918247,0
566.1398387,161.4580636,0.871502082,0
482.4226763,157.1636748,0.837047893,0
384.2920121,147.8519622,0.848138888,0
458.2103635,151.5583766,0.886632004,0
393.5426736,152.3590557,0.750089966,0
473.306214,160.3946543,0.899900505,0
168.2995697,212.6512411,0.843020519,0
488.6546253,118.8028222,0.880638695,0
315.7267549,131.2869312,0.945701568,0
384.7454079,156.5229862,0.893503387,0
439.654551,154.5125672,0.86824805,0
592.2732468,148.2714361,0.860054952,0
484.0523517,183.165778,0.909351515,0
451.0984178,115.7098526,0.931671577,0
308.2923686,159.079064,0.812286207,0
394.8689323,159.8628723,0.866067861,0
433.7536603,198.4113381,0.872676715,0
380.4674692,178.922615,0.909473524,0
301.7913748,167.9220021,0.885058637,0
376.1949197,191.2712044,0.842497221,0
410.0461163,144.8078453,0.850778952,0
312.297993,106.7984735,0.929725253,0
332.2430921,120.2582295,0.742330494,0
348.8830602,110.3073062,0.932100758,0
480.7853671,129.3554896,0.96262179,0
478.541239,140.2550585,0.725029714,0
583.2754058,108.312826,0.767730063,0
481.8056346,223.1925722,0.919213641,0
445.1127296,167.8426302,0.892670778,0
460.7142872,158.4357427,0.855210055,0
394.9925498,127.3810623,0.835966246,0
264.5634549,147.0498112,0.800570445,0
311.7128546,155.3968245,0.919600114,0
473.4653285,102.8849819,0.800518593,0
475.261695,120.5253782,0.838768343,0
444.0041679,120.9496664,0.855268775,0
293.2779604,131.9589707,0.865989097,0
272.5605013,163.2142421,0.84901811,0
444.1991964,156.717424,0.918207021,0
410.0179602,137.1178338,0.856114875,0
443.4638423,151.4658021,0.852029585,0
343.840665,130.1129725,0.779869736,0
539.9661395,112.6841029,0.81535474,0
342.5274188,176.8477313,0.835252516,0
499.8193658,129.7952813,0.863949708,0
333.1722357,214.3544738,0.790620079,0
424.7856568,169.0133064,0.870689955,0
385.1769873,146.105379,0.852190574,0
388.2398399,178.9163735,0.96052615,0
355.4006572,108.9059106,0.845585898,0
606.376747,125.889763,0.93195584,0
534.2160651,133.3923527,0.878449154,0
530.2717299,138.6261678,0.839820982,0
353.4655269,119.5572981,0.817536123,0
302.0847787,151.022504,0.811501338,0
418.7028729,103.3231306,0.866544012,0
466.6823169,90.18793072,0.868702828,0
498.2135194,113.7107694,0.933628619,0
433.5215207,128.8496443,0.847211546,0
444.666153,152.2801617,0.8769378,0
326.3461126,155.0808247,0.779314275,0
391.1019151,122.8827708,0.813223503,0
498.887454,182.7393036,0.880456906,0
312.6149788,140.5077465,0.910654885,0
411.3373531,219.5798862,0.869665892,0
415.3639293,140.7265061,0.856677045,0
387.8024131,171.2432603,0.897835116,0
337.1208432,110.0630114,0.758189731,0
440.6393062,116.8990018,0.74235547,0
431.0862884,224.7899855,0.849696454,0
467.079262,152.4548808,0.845055517,0
473.5261186,141.2917637,0.863369616,0
425.7358245,129.9572864,0.899602117,0
386.0032195,127.3276452,0.876825492,0
328.1225615,150.8454347,0.84954405,0
486.8716453,164.240947,0.848748652,0
465.4213039,191.7062265,0.877890515,0
400.8282096,110.644913,0.796744317,0
375.5820237,131.7146339,0.840651435,0
404.531994,165.8907826,0.846475061,0
438.9201315,151.9342324,0.751226672,0
324.8531685,145.6773733,0.789515263,0
447.9942984,195.922525,0.910938093,0
382.9245703,194.7217841,0.857433373,0
373.0331223,131.5979201,0.834876516,0
368.9458545,155.1124867,0.858028699,0
400.2436816,163.1081451,0.909532314,0
475.9643308,105.4530609,0.722303943,0
474.7455929,108.993639,0.83876173,0
306.3909579,95.94058687,0.877073136,0
460.7324128,132.704688,0.720447885,0
356.3004441,161.7541202,0.776054422,0
414.6687936,149.5407045,0.878964575,0
409.5664295,120.8079318,0.909828575,0
387.3176342,149.1808638,0.803336602,0
364.5374199,123.4559186,0.841352697,0
536.9366784,108.8429657,0.76932193,0
517.6936262,143.7202897,0.816546363,0
483.192375,131.8315338,0.941300486,0
454.2340697,135.3626578,0.957865411,0
351.5428062,172.2628612,0.864964629,0
504.1393032,196.8453359,0.851600207,0
339.7265704,163.7991643,0.816114232,0
561.0709798,154.0960599,0.831733922,0
414.7744245,109.5862113,0.801419298,0
496.0331126,130.2931716,0.797654451,0
442.9322202,185.5711246,0.885947666,0
479.6838149,127.2961473,0.778909467,0
520.1066922,140.3196048,0.837458349,0
506.2555313,166.6869003,0.872794389,0
573.2001876,130.6944531,0.896392006,0
404.56105,158.0577684,0.926423421,0
440.6268605,166.1488824,0.903625367,0
370.8037816,124.82371,0.79775954,0
242.6914728,211.6862139,0.794839582,0
382.2997101,141.695601,0.865370335,0
465.258977,175.8142047,0.820846128,0
386.6302629,158.4773985,0.837565444,0
528.5876461,164.7292485,0.886743889,0
453.0305015,185.2042157,0.859051078,0
296.2534442,161.9906386,0.817432155,0
357.7106655,167.5909206,0.911914154,0
401.7017261,159.2649904,0.935110747,0
419.2602544,228.0504934,0.878275482,0
259.1389793,172.6002486,0.869057919,0
503.1802203,170.1954405,0.843077201,0
302.0561411,143.7293023,0.807473977,0
353.558124,167.6573521,0.933495225,0
431.5737224,114.1235081,0.872230133,0
495.7305189,131.7065129,0.843299142,0
401.1750556,126.4530506,0.882414022,0
390.3241481,162.5859733,0.805625391,0
365.003336,171.6714407,0.831358342,0
538.1571081,138.0109144,0.861234236,0
474.6072665,107.449028,0.761959559,0
277.9474948,187.8775231,0.822407093,0
604.6559429,133.072572,0.859227565,0
523.3687962,210.1827866,0.953075179,0
496.6692984,180.7218758,0.879626347,0
462.2688861,133.4644285,0.809090056,0
399.7300434,144.8944613,0.827338598,0
455.7109958,178.6591563,0.854420344,0
518.2024065,115.7493266,0.840317027,0
342.6542144,94.00390149,0.845865966,0
390.2601993,195.4034923,0.881540584,0
318.0650541,205.622777,0.911051685,0
446.5678163,143.205477,0.802028038,0
370.2234579,182.6624586,0.944229315,0
523.4594823,135.3345173,0.794019128,0
411.2708998,96.94681903,0.866158386,0
388.1917931,136.0189049,0.770264847,0
441.0880085,134.0189748,0.791504158,0
170.2190229,149.1745528,0.93861258,0
532.9007372,136.2871123,0.819889397,0
437.5019405,120.0484368,0.865089595,0
461.2864223,186.8079967,0.844992296,0
383.7061,123.6605224,0.808655982,0
381.8816886,161.0209652,0.895679231,0
335.7456839,194.7806571,0.83644382,0
398.2906165,127.5836496,0.728787987,0
470.7236317,172.1053169,0.835933622,0
405.3592574,165.4781765,0.771872707,0
357.6757858,173.8279404,0.787285529,0
423.4846346,109.3025459,0.873321499,0
397.1486814,101.5460455,0.908236968,0
341.2326739,125.6924269,0.86002846,0
491.890988,119.5253454,0.853083992,0
434.30532,170.7931682,0.858822078,0
370.6377729,125.1722934,0.854307194,0
314.228879,62.3594855,0.87182799,0
472.3147873,79.11202693,0.799513465,0
449.5323409,211.7248641,0.851039685,0
341.7597647,144.5131068,0.918743821,0
348.3228657,126.0242398,0.825862824,0
323.7337113,153.6801095,0.931233923,0
425.8463418,142.4293949,0.835409437,0
274.9447353,176.4932933,0.84610814,0
385.5616069,245.793227,0.864937645,0
339.856716,137.2092721,0.907422285,0
409.0616328,106.8516607,0.895961447,0
346.5484732,206.1989333,0.904002403,0
364.2142483,188.4304909,0.853392776,0
468.221894,164.5419845,0.807682167,0
348.5160134,180.8988245,0.833261233,0
367.7081229,121.3463226,0.871179953,0
565.0019935,117.9740126,0.851210973,0
512.9776444,147.6107583,0.87261859,0
315.0085177,162.8492129,0.840642787,0
478.8583997,185.6215815,0.979478182,0
446.3706539,159.7738895,0.859719215,0
371.7466966,160.1545153,0.835229929,0
413.4768781,189.5279261,0.799672872,0
491.1902849,189.513452,0.844096574,0
230.2516081,131.7653404,0.914849727,0
398.170555,120.020933,0.824761254,0
467.2496021,166.402007,0.838053395,0
370.6540471,138.2472555,0.803879491,0
529.2300552,140.3303859,0.910857926,0
521.7052842,179.9493269,0.828418984,0
432.2984072,149.2741318,0.804814907,0
425.9487425,114.6288063,0.909383969,0
362.8306162,156.0347897,0.864164394,0
379.2876021,167.600814,0.826254817,0
469.7037838,109.6206096,0.856318979,0
555.1143199,119.9900603,0.816112751,0
441.112628,155.3874535,0.867531505,0
439.1349704,169.0416441,0.905484992,0
432.7854926,142.7622704,0.883628685,0
551.9905548,146.0209876,0.801273535,0
488.5664535,146.3885651,0.741366523,0
467.7937342,133.9401544,0.845473336,0
426.5584264,155.7149904,0.885472591,0
365.1610904,165.3931739,0.837022666,0
459.1048385,168.4610245,0.803228065,0
486.8785693,133.9210966,0.89040289,0
429.3829851,205.1455103,0.838826701,0
372.0546563,149.4174118,0.834841011,0
463.9953522,101.5106817,0.797315879,0
314.5757663,178.5092278,0.935530669,0
391.6440625,144.9353483,0.853502608,0
492.9502642,122.179406,0.861918449,0
478.0158104,165.0328251,0.859479081,0
480.0836874,68.90303121,0.883893766,0
347.6739453,95.08101309,0.87556013,0
509.8926836,145.8765446,0.897643727,0
528.9822606,189.4474336,0.931998226,0
459.3701993,152.2630092,0.769901709,0
380.3150009,124.7026021,0.958547136,0
385.929135,153.6961442,0.877574269,0
403.4881957,200.8515312,0.818867532,0
415.5685964,127.7258824,0.783998874,0
351.0584727,148.8888961,0.828534889,0
344.6063216,107.8104761,0.845844721,0
279.6223701,172.8016789,0.854121988,0
283.39588,140.7237277,0.81239218,0
425.5339608,190.2135134,0.756241377,0
409.2020863,145.1960161,0.883567004,0
417.0557303,127.44092,0.834047303,0
336.3179315,182.2802142,0.851065582,0
552.0952549,148.1801756,0.814579662,0
278.9028486,95.90580971,0.770793203,0
421.3701321,165.2617507,0.770940465,0
471.6030651,135.5081684,0.857339651,0
528.9776503,176.9051795,0.836573468,0
328.704622,85.44553796,0.814042334,0
383.1095809,120.3846142,0.843437152,0
406.1481506,143.2543205,0.817499871,0
413.4923738,163.2582195,0.795480046,0
512.8745904,147.042356,0.850942481,0
456.6571539,156.9964839,0.897656832,0
422.9699332,131.6268788,0.868075176,0
308.5019034,153.2567912,0.8483385,0
383.3506514,146.1438747,0.755907548,0
356.1020074,152.785347,0.85799282,0
317.7859887,187.9712352,0.806691258,0
477.556576,162.8158309,0.817688635,0
542.0248714,114.190895,0.895957709,0
480.0465854,129.8813937,0.919623265,0
379.9962788,158.6608089,0.863016092,0
389.2553007,174.3242482,0.889674436,0
260.1174421,189.1302073,0.766875401,0
482.6036963,183.8011541,0.795451678,0
367.134857,116.8288599,0.839253948,0
375.3572573,173.389816,0.915515437,0
511.6547049,133.1349592,0.839538906,0
265.3249446,125.823898,0.898242582,0
529.2466259,112.9695338,0.820376787,0
397.8875394,158.4048348,0.809519824,0
433.9248836,135.7848196,0.849277386,0
443.7027398,150.1926681,0.828180705,0
391.2312157,147.3491112,0.831499449,0
379.296315,197.9594151,0.878045972,0
376.3615746,170.9086321,0.833309026,0
493.849971,161.0892658,0.844634893,0
435.8173541,102.8737154,0.793661627,0
304.4859995,154.2882928,0.93662575,0
578.5040117,169.141533,0.875042224,0
255.9153813,133.719786,0.810610812,0
350.3321921,144.9556854,0.826395471,0
241.6560152,172.4373077,0.796362849,0
419.1397491,212.2224801,0.80403077,0
197.5769982,141.4198733,0.905047982,0
556.6677963,113.1135122,0.874834961,0
362.7751635,146.8215494,0.982217167,0
279.7623737,157.6121898,0.873384659,0
486.862906,152.9394946,0.865402527,0
368.6681146,158.0738082,0.832840386,0
449.7257512,138.9116899,0.86885502,0
397.6589749,183.7815075,0.847430314,0
258.1574025,187.857645,0.804713385,0
347.6986929,132.1301612,0.918721905,0
229.1460629,244.132456,0.90280284,0
417.8591131,148.35318,0.864277704,0
441.6897943,169.3564676,0.877780223,0
407.1664545,144.0798474,0.842436336,0
384.4073376,184.0131029,0.879677836,0
164.7689092,169.6770233,0.85973681,0
398.5032995,138.3444464,0.906205636,0
475.802117,126.81367,0.870352614,0
322.2674612,108.6114551,0.818664139,0
468.9914778,178.5937514,0.875654271,0
458.0076629,165.4853486,0.81792592,0
434.5538036,174.0122858,0.887714566,0
495.1130697,171.2491154,0.86757241,0
485.6120191,149.2043622,0.805906267,0
386.9546429,127.6529207,0.816241086,0
388.4385063,126.2274024,0.834601924,0
248.5108266,156.3988112,0.850060274,0
334.6329095,169.7773701,0.896878507,0
271.3952109,127.1182566,0.811542883,0
324.8077519,174.8842453,0.840308693,0
378.8388127,89.88412907,0.881770902,0
300.8593284,151.7979789,0.863868847,0
508.8526877,110.735388,0.699024392,0
414.7079636,204.0153354,0.911947318,0
416.7727532,135.2509144,0.89035613,0
322.116304,164.2907331,0.875273508,0
484.8167926,232.7898012,0.869620798,0
359.2829099,149.2327706,0.761546205,0
344.4229495,137.7215269,0.82379558,0
412.1883898,125.327402,0.906051533,0
400.0165652,149.7209904,0.833605264,0
412.4152547,174.7529479,0.806643489,0
347.3506809,140.8882191,0.782706454,0
334.4593712,135.7133738,0.893719459,0
421.0049063,155.8076973,0.892544898,0
389.0102569,161.7139455,0.844838912,0
421.228988,132.5172403,0.728059142,0
389.257667,192.6824441,0.89631077,0
477.2317988,187.0839217,0.85443288,0
415.7852566,131.4704431,0.834196357,0
449.261692,186.1165331,0.843027686,0
363.9848588,150.0158388,0.880060337,0
284.4916147,81.11457141,0.822473158,0
302.3430059,134.7557941,0.842610984,0
363.7401273,193.574026,0.866337238,0
424.0379488,168.6662143,0.793058344,0
483.128943,147.7270714,0.883524031,0
314.2514214,103.387237,0.890894483,0
430.1127621,122.9384534,0.806516846,0
490.0347828,114.3176432,0.932133648,0
327.9503412,169.1517578,0.833569076,0
448.2549945,133.6765799,0.841860355,0
403.273534,119.9343763,0.887041217,0
358.9429147,143.1420025,0.800282531,0
